,account_name,month,channel,post_id,engagement,rankengage
24180,Wongnai Cooking,March,facebook,1026,2243164,22.0
33291,ชีวิตติดรีวิว,June,facebook,678,2237246,28.0
23150,TripTH ทริปไทยแลนด์,December,facebook,1212,2235134,36.0
39781,หนูนาสวีเดน แฟนเฟจ,January,facebook,954,2226743,24.0
4048,CSI LA,July,facebook,281,2226267,27.0
30522,กองทัพ ยายี,August,facebook,103,2222331,28.0
42153,เทย กะ ทะ,October,facebook,181,2217155,32.0
20238,Sneak out หนีเที่ยว,June,facebook,1285,2215096,29.0
33610,ดูดวงความรัก,August,instagram,121,2211952,11.0
39013,สมาคมนิยมรถแต่งสวยโหด,March,facebook,1303,2208923,23.0
8965,Gluta Story,February,facebook,112,2208035,25.0
12438,Kyutae Oppa - คิวเท โอ็ปป้า,May,facebook,70,2207950,29.0
39356,สัตว์โลกอมตีน,January,facebook,400,2205840,25.0
23173,TripTH ทริปไทยแลนด์,October,facebook,1638,2197660,33.0
12905,Little Monster,April,facebook,245,2197601,27.0
39174,สอดอStyle,October,facebook,154,2187307,34.0
20455,Sp Saypan,June,facebook,401,2183551,30.0
27428,kiwtum,December,facebook,91,2180150,37.0
30394,zbing z.,July,youtube,31,2177161,3.0
28619,pantipa,July,instagram,23,2174640,8.0
30081,up_clip,July,instagram,365,2174157,9.0
38066,ลงทุนแมน,March,facebook,279,2172107,24.0
41357,อีเจี๊ยบ เลียบด่วน,October,facebook,118,2163681,35.0
23318,Unseen Tour Thailand,September,facebook,231,2157454,23.0
17616,Pantipa.a,November,facebook,66,2150360,35.0
40273,หมูหิว,September,facebook,894,2148764,24.0
8956,Gluta Story,April,facebook,93,2144601,28.0
33612,ดูดวงความรัก,December,instagram,125,2142978,9.0
33607,ดูดวงความรัก,April,facebook,140,2142021,29.0
9440,HEARTROCKER,April,facebook,42,2141741,30.0
20451,Sp Saypan,July,facebook,436,2140675,28.0
33623,ดูดวงความรัก,May,facebook,129,2139969,30.0
33626,ดูดวงความรัก,November,instagram,119,2138653,12.0
20441,Sp Saypan,December,facebook,431,2136179,38.0
23159,TripTH ทริปไทยแลนด์,July,facebook,1206,2126501,29.0
1186,Alrisaa,July,instagram,44,2124250,10.0
6688,Edward10516 : เอ็ดเวิร์ด,August,facebook,494,2116593,29.0
24797,Zom Marie,August,facebook,177,2115137,30.0
39777,หนูนาสวีเดน แฟนเฟจ,April,facebook,473,2112216,31.0
33629,ดูดวงความรัก,September,facebook,130,2110279,25.0
10092,I Roam Alone,August,facebook,60,2102267,31.0
10102,I Roam Alone,January,facebook,44,2097713,26.0
42920,เมอา พรพรรณ เรืองปัญญาธรรม,November,instagram,35,2092293,13.0
1196,Alrisaa,September,instagram,51,2090364,14.0
33618,ดูดวงความรัก,July,instagram,128,2089384,11.0
19624,Sale here,November,instagram,844,2087654,14.0
36190,ผู้หญิง Beauty Community,July,facebook,494,2085626,30.0
20437,Sp Saypan,August,facebook,477,2082269,32.0
39784,หนูนาสวีเดน แฟนเฟจ,March,facebook,445,2080854,25.0
39782,หนูนาสวีเดน แฟนเฟจ,July,facebook,423,2079949,31.0
27434,kiwtum,January,facebook,85,2078471,27.0
12434,Kyutae Oppa - คิวเท โอ็ปป้า,January,facebook,78,2073182,28.0
36202,ผู้หญิง Beauty Community,September,facebook,451,2068163,26.0
20475,Sp Saypan,September,facebook,370,2066025,27.0
12917,Little Monster,January,facebook,261,2062532,29.0
11772,Kaykai Salaider,February,instagram,13,2059539,7.0
31636,ข้าวจ้าว หมากวนตีน,February,facebook,46,2058104,26.0
33621,ดูดวงความรัก,March,facebook,137,2045910,26.0
33780,ติช่า,August,instagram,29,2040588,12.0
22406,The MATTER,November,facebook,761,2038795,36.0
40314,หม่อมถนัดแดก,March,facebook,621,2035065,27.0
42932,เมีย,March,facebook,426,2034244,28.0
12436,Kyutae Oppa - คิวเท โอ็ปป้า,June,facebook,68,2030584,31.0
21540,Tagple,February,facebook,13,2020895,27.0
34306,ทำกินเอง,April,facebook,45,2016621,32.0
38878,ศุภชัย เสมอมิตร โหน่งโชว์,July,facebook,108,2013550,32.0
26776,iiitoei,October,instagram,31,2012435,14.0
13309,MNJ TV,November,youtube,26,2007938,2.0
19774,Sean Buranahiran - ฌอน บูรณะหิรัญ,May,facebook,43,2007668,31.0
20471,Sp Saypan,October,facebook,368,2002023,36.0
11739,Kayavine,July,instagram,14,1999918,12.0
1191,Alrisaa,May,instagram,44,1999799,9.0
7023,EventPass,June,facebook,7242,1996790,32.0
23309,Unseen Tour Thailand,December,facebook,243,1995865,39.0
39778,หนูนาสวีเดน แฟนเฟจ,August,facebook,416,1993347,33.0
20463,Sp Saypan,May,facebook,323,1987550,32.0
12440,Kyutae Oppa - คิวเท โอ็ปป้า,October,facebook,60,1984582,37.0
39162,สอดอStyle,June,facebook,132,1981286,33.0
23222,UDiE,May,youtube,22,1979276,3.0
28615,pantipa,August,instagram,24,1977062,13.0
19627,Sale here,October,instagram,710,1971581,15.0
12914,Little Monster,February,facebook,253,1970810,28.0
42904,เมอา พรพรรณ เรืองปัญญาธรรม,August,instagram,31,1970532,14.0
33608,ดูดวงความรัก,April,instagram,114,1969145,8.0
40261,หมูหิว,March,facebook,355,1968212,29.0
19769,Sean Buranahiran - ฌอน บูรณะหิรัญ,February,facebook,39,1967700,29.0
12929,Little Monster,May,facebook,265,1964311,33.0
39786,หนูนาสวีเดน แฟนเฟจ,November,facebook,524,1962484,37.0
42936,เมีย,September,facebook,217,1955138,28.0
42906,เมอา พรพรรณ เรืองปัญญาธรรม,December,instagram,43,1955093,10.0
39248,สะบัดแปรง,February,instagram,61,1952332,8.0
39265,สะบัดแปรง,November,facebook,120,1948633,38.0
28618,pantipa,January,instagram,31,1947822,10.0
27395,kidmakk,January,twitter,342,1942190,1.0
11619,Kanin The Movie,November,facebook,312,1941058,39.0
39009,สมาคมนิยมรถแต่งสวยโหด,February,facebook,1223,1938262,30.0
39014,สมาคมนิยมรถแต่งสวยโหด,May,facebook,1267,1936435,34.0
3981,CGGG,October,youtube,28,1928838,3.0
9441,HEARTROCKER,April,youtube,41,1928543,4.0
23209,UDiE,April,youtube,21,1927021,5.0
33287,ชีวิตติดรีวิว,July,facebook,876,1925863,33.0
31684,คนตัวดำ,December,facebook,259,1923372,40.0
30396,zbing z.,June,youtube,31,1916346,2.0
2993,Bie The Ska,July,instagram,104,1914468,13.0
36174,ผู้หญิง,November,facebook,160,1911177,40.0
24177,Wongnai Cooking,January,facebook,716,1909517,30.0
26760,iiitoei,January,instagram,47,1908620,11.0
36196,ผู้หญิง Beauty Community,May,facebook,622,1906185,35.0
7016,EventPass,December,instagram,420,1905771,11.0
39159,สอดอStyle,July,facebook,163,1905331,34.0
33271,ชีวิตติดรีวิว,August,facebook,937,1904464,34.0
11621,Kanin The Movie,October,facebook,266,1903630,38.0
17618,Pantipa.a,September,facebook,34,1903111,29.0
40310,หม่อมถนัดแดก,July,facebook,255,1899096,35.0
31691,คนตัวดำ,November,facebook,273,1896958,41.0
8971,Gluta Story,July,facebook,104,1893024,36.0
26765,iiitoei,June,instagram,37,1891340,8.0
35260,นุ๊ก ไอดอ,October,twitter,643,1889095,2.0
13304,MNJ TV,January,youtube,21,1887576,1.0
38874,ศุภชัย เสมอมิตร โหน่งโชว์,February,facebook,73,1881482,31.0
39006,สมาคมนิยมรถแต่งสวยโหด,April,facebook,1327,1879702,33.0
35717,บ้ารถ,January,facebook,105,1879310,31.0
28617,pantipa,February,instagram,29,1875360,9.0
38868,ศุภชัย เสมอมิตร โหน่งโชว์,April,facebook,81,1869499,34.0
1239,Amy Kitiya,December,facebook,305,1867061,41.0
27449,kiwtum,November,facebook,114,1865785,42.0
39477,สี่สหาย สายเหน่อ,April,facebook,302,1863254,35.0
39787,หนูนาสวีเดน แฟนเฟจ,October,facebook,482,1859400,39.0
31513,ขอแชร์นะ,April,facebook,339,1857564,36.0
39485,สี่สหาย สายเหน่อ,January,facebook,244,1855164,32.0
30097,vanda29,March,instagram,39,1853801,11.0
11780,Kaykai Salaider,March,instagram,15,1840633,12.0
17855,PetchsWorld,April,twitter,197,1838958,1.0
40308,หม่อมถนัดแดก,January,facebook,254,1837954,33.0
31690,คนตัวดำ,May,facebook,241,1832899,36.0
12908,Little Monster,August,facebook,382,1822766,35.0
20467,Sp Saypan,November,facebook,452,1820762,43.0
40134,หมีมีหม้อ,January,facebook,272,1820696,34.0
14057,Mawinfinferrr,May,facebook,74,1819052,37.0
3379,Bo Vanda Sahawong,May,facebook,113,1815800,38.0
12118,Kingdom Of Tigers: ทูนหัวของบ่าว,December,facebook,409,1810096,42.0
36184,ผู้หญิง Beauty Community,December,facebook,437,1808952,43.0
1273,Ananped,December,facebook,29,1805493,44.0
39147,สอดอStyle,August,facebook,198,1801262,36.0
23148,TripTH ทริปไทยแลนด์,August,facebook,1244,1799026,37.0
21534,Tagple,April,facebook,15,1796623,37.0
36160,ผู้หญิง,December,facebook,117,1795495,45.0
7030,EventPass,November,instagram,382,1795040,15.0
11783,Kaykai Salaider,May,youtube,8,1793070,4.0
30400,zbing z.,May,youtube,32,1792027,5.0
27414,kidmakk,September,facebook,204,1791772,30.0
39780,หนูนาสวีเดน แฟนเฟจ,February,facebook,593,1788104,32.0
34786,นักเลงโรงหนัง,August,facebook,210,1786300,38.0
13302,MNJ TV,December,youtube,23,1780604,1.0
31688,คนตัวดำ,June,facebook,256,1774549,34.0
33620,ดูดวงความรัก,June,instagram,120,1764971,9.0
43836,แดงปลาสวรรค์,November,youtube,6,1762672,3.0
1285,Ananped,May,facebook,24,1757568,39.0
33283,ชีวิตติดรีวิว,January,facebook,513,1757541,35.0
31692,คนตัวดำ,October,facebook,255,1755334,40.0
2989,Bie The Ska,January,facebook,145,1753250,36.0
11775,Kaykai Salaider,January,youtube,10,1750623,2.0
30402,zbing z.,November,youtube,30,1749772,4.0
1188,Alrisaa,June,instagram,37,1747076,10.0
12131,Kingdom Of Tigers: ทูนหัวของบ่าว,May,facebook,483,1746804,40.0
27452,kiwtum,October,facebook,86,1744019,41.0
19604,Sale here,August,instagram,676,1742288,15.0
33955,ตุ๊ดส์review,October,facebook,552,1741519,42.0
19630,Sale here,September,instagram,660,1738672,15.0
31520,ขอแชร์นะ,March,facebook,465,1736223,30.0
12114,Kingdom Of Tigers: ทูนหัวของบ่าว,April,facebook,396,1735359,38.0
39250,สะบัดแปรง,January,facebook,89,1733155,37.0
39171,สอดอStyle,November,facebook,169,1730707,44.0
30077,up_clip,August,instagram,405,1728494,16.0
27425,kiwtum,August,facebook,84,1726849,39.0
30090,vanda29,August,instagram,45,1725790,17.0
42918,เมอา พรพรรณ เรืองปัญญาธรรม,May,instagram,37,1723269,10.0
7105,Extreme IT,August,youtube,41,1721866,1.0
33311,ชีวิตติดรีวิว,September,facebook,816,1721589,31.0
20741,Starvingtime เรื่องกินเรื่องใหญ่,January,facebook,482,1719323,38.0
39353,สัตว์โลกอมตีน,February,facebook,335,1719157,33.0
27446,kiwtum,May,facebook,82,1716802,41.0
38038,ลงทุนแมน,April,facebook,269,1714492,39.0
7115,Extreme IT,June,youtube,59,1710808,3.0
12423,Kyutae Oppa,May,youtube,23,1710800,6.0
18276,PojzPlaza,January,youtube,20,1707988,3.0
12437,Kyutae Oppa - คิวเท โอ็ปป้า,March,facebook,54,1706727,31.0
39012,สมาคมนิยมรถแต่งสวยโหด,June,facebook,1235,1702675,35.0
40132,หมีมีหม้อ,February,facebook,257,1702060,34.0
40316,หม่อมถนัดแดก,May,facebook,301,1694818,42.0
6693,Edward10516 : เอ็ดเวิร์ด,June,facebook,419,1693495,36.0
27422,kiwtum,April,facebook,94,1691649,40.0
13133,Lowcostcosplay,September,facebook,24,1685567,32.0
20246,Sneak out หนีเที่ยว,November,facebook,1866,1685383,45.0
1945,BASGAMER,December,facebook,99,1683664,46.0
38884,ศุภชัย เสมอมิตร โหน่งโชว์,May,facebook,91,1683169,43.0
3147,Bivoyage,July,instagram,59,1677210,14.0
36186,ผู้หญิง Beauty Community,February,facebook,536,1676971,35.0
32302,คลิปฮาน้ำตาเล็ด,January,facebook,388,1675424,39.0
39489,สี่สหาย สายเหน่อ,June,facebook,317,1671106,37.0
30386,zbing z.,August,youtube,32,1670888,2.0
12431,Kyutae Oppa - คิวเท โอ็ปป้า,August,facebook,65,1669079,40.0
20433,Sp Saypan,April,facebook,405,1668148,41.0
12911,Little Monster,December,facebook,396,1667627,47.0
23164,TripTH ทริปไทยแลนด์,March,facebook,1855,1665161,32.0
27393,kidmakk,January,facebook,269,1663883,40.0
1185,Alrisaa,January,instagram,53,1663709,12.0
13584,Madampam Makeup by Winlaphat,August,facebook,190,1662821,41.0
38956,สมาคมกวนTeen,March,facebook,416,1660652,33.0
1195,Alrisaa,October,instagram,36,1660289,16.0
26752,iiitoei,August,instagram,38,1660129,18.0
39779,หนูนาสวีเดน แฟนเฟจ,December,facebook,479,1655712,48.0
13300,MNJ TV,April,youtube,22,1655660,6.0
42908,เมอา พรพรรณ เรืองปัญญาธรรม,February,instagram,52,1654155,10.0
12920,Little Monster,July,facebook,251,1653027,37.0
11766,Kaykai Salaider,April,instagram,9,1652926,9.0
24176,Wongnai Cooking,February,facebook,598,1652824,36.0
6691,Edward10516 : เอ็ดเวิร์ด,January,facebook,545,1636955,41.0
39254,สะบัดแปรง,July,instagram,64,1636224,15.0
39165,สอดอStyle,March,facebook,86,1634452,34.0
27440,kiwtum,June,facebook,67,1633850,38.0
36188,ผู้หญิง Beauty Community,January,facebook,534,1629890,42.0
