,account_name,channel,post_id,engagement,rankengage
2402,XyCloneZ,youtube,318,2419491,57.0
204,BKreview - เรารีวิวทุกความอร่อย,facebook,5651,2413514,298.0
241,Be fit for life,instagram,1391,2395599,121.0
3509,น้าอ้วนชวนหิว by Wongnai,facebook,6415,2376177,299.0
2933,sibbil_,instagram,151,2361603,122.0
4405,โกดังหนัง,facebook,678,2358052,300.0
3538,บ่นบ่น,facebook,220,2353641,301.0
678,Epicpb THgame,youtube,63,2352859,58.0
353,BoxzaRacing,facebook,11101,2348679,302.0
873,Girlteen Only,facebook,5547,2347831,303.0
2799,neenneeen,instagram,204,2342053,123.0
1364,Makalius TH,facebook,10646,2320027,304.0
2898,promotion2u,facebook,23154,2319955,305.0
3795,ลุงหมอขอพักร้อน,facebook,3910,2307525,306.0
2251,ThisIsGame Thailand,facebook,12110,2289352,307.0
4378,แฟนพันธุ์แท้ : หนังสยองขวัญ,instagram,799,2280427,124.0
1750,Paul Pattarapon พอล ภัทรพล,facebook,1051,2280341,308.0
3402,ทันโลกกับ Trader KP,facebook,1234,2278524,309.0
2571,enjoyyotdr,instagram,296,2278053,125.0
664,English Natvaravik เรียนภาษาอังกฤษสไตล์เด็กนอก,instagram,719,2274585,126.0
622,Easy Food,facebook,12303,2273765,310.0
4041,อรัณ ไตรตานนท์ โต๊ะทำงาน,facebook,1567,2273296,311.0
3149,ข้าวจ้าว หมากวนตีน,youtube,445,2266972,59.0
4047,อร่อยพุง,facebook,355,2266077,312.0
4160,เฉลิมศรี,facebook,131,2262191,313.0
724,FNDiary,youtube,330,2261880,60.0
665,English With Vivian,facebook,897,2260935,314.0
3234,คุณย่ามาลินดา,youtube,226,2249954,61.0
3019,wongnai.com,instagram,975,2235907,127.0
3523,บันทึกของตุ๊ด,facebook,1097,2218796,315.0
1186,Kik Beauty Fit,facebook,1234,2217221,316.0
361,Brinkkty,twitter,472,2200943,17.0
921,Guy Haru Family,youtube,497,2195008,62.0
3222,คาราโอเกะชั้นใต้ดิน,twitter,235,2176638,18.0
3392,ถนัดชิม,facebook,10965,2168805,317.0
4261,เมริรีวิว,facebook,1918,2160082,318.0
2701,juneteeratee,instagram,371,2136025,128.0
1907,Running Insider,facebook,3573,2124257,319.0
3933,สแกนหุ้น,facebook,4427,2121127,320.0
3350,ตามติดชีวิตผีบ้า,facebook,4662,2100481,321.0
2451,Zom Marie,youtube,160,2097369,63.0
4396,แย้ นนทพร ธีระวัฒนสุข,facebook,1687,2092533,322.0
1130,KRK Studio,youtube,95,2091115,64.0
3864,สถานีเติมรอยยิ้ม,facebook,2288,2088543,323.0
660,English Fit and Firm,facebook,2203,2087513,324.0
3910,สารพันปัญหาการเลี้ยงลูก,facebook,2752,2065290,325.0
1835,PuPe_so_Sweet,facebook,2252,2050561,326.0
2008,Softpomz TH,facebook,718,2044394,327.0
4501,ไปคนเดียว+,facebook,7692,2043621,328.0
3505,น้องนี,facebook,1776,2030029,329.0
358,Brianna’s Secret Club เพจเล่นเป็นเพื่อนลูก,facebook,4047,2028103,330.0
2100,TAE,youtube,185,2026666,65.0
2790,my home,facebook,14131,2025073,331.0
1561,NONTAKAN N.S.,youtube,139,2024361,66.0
76,ANO and Friends,instagram,672,2014392,129.0
487,Cute Anongnart,instagram,173,2010140,130.0
4272,เม้าท์มอยเกาหลี,facebook,2682,2010087,332.0
488,Cyberclasher,facebook,2413,2004254,333.0
4130,เกษียณสำราญ,facebook,644,2003243,334.0
2037,SpriteDer SPD,facebook,125,1998537,335.0
2213,The MATTER,twitter,1940,1993310,19.0
1931,SUNFESOVERLOAD,youtube,283,1990157,67.0
2314,VVFwave Kung,youtube,390,1983189,68.0
406,Ceemaagain,facebook,2845,1978156,336.0
425,Chickypie,youtube,249,1975395,69.0
2344,Wannasingh Prasertkul,twitter,300,1970451,20.0
2603,gizzdear,instagram,276,1962927,131.0
309,Blacklist Secret,facebook,2283,1951242,337.0
3900,สะพายกล้องท่องเที่ยว กับ มาเรีย ณ ไกลบ้าน,facebook,10005,1944519,338.0
2954,tackle4826,youtube,207,1940313,70.0
216,Bacon Time,facebook,769,1935993,339.0
3380,ตู่ สวรินทร์ ศรีบุญมา,facebook,1200,1929310,340.0
1008,IT24Hrs - ไอที 24 ชั่วโมง by ปานระพี,facebook,2098,1919963,341.0
2917,rietyrive,facebook,367,1913892,342.0
2026,Spaceth.co,facebook,771,1903629,343.0
2974,thaimobilecenter.com,facebook,3295,1902622,344.0
3677,มนุษย์ต่างวัย,facebook,381,1901899,345.0
4428,โดนไล่มาเล่นในนี้,twitter,767,1897111,21.0
4179,เทพลีลา,facebook,331,1889694,346.0
3163,คนอะไรเป็นแฟนหมี,facebook,332,1875755,347.0
3905,สัตว์โลกกวนตรีน,facebook,1262,1869547,348.0
1997,Slapper,youtube,297,1869381,71.0
3471,นิตยสารชีวจิต,facebook,14502,1856886,349.0
568,Doyser,youtube,292,1843501,72.0
2594,forcejun,instagram,887,1836182,132.0
1514,Movies For You,facebook,1339,1833497,350.0
2580,fhay_cotton_h,twitter,881,1821887,22.0
4000,หมูแข็งแรง,facebook,1767,1819246,351.0
2972,ter_nawapol,twitter,1626,1818419,23.0
4438,โถชีวิตนักดนตรี,facebook,895,1810540,352.0
769,Fit Kab Dao,facebook,2335,1810196,353.0
990,I Roam Alone,youtube,79,1805670,73.0
1989,SistaCafe,facebook,12296,1800476,354.0
644,EatGuide เพื่อนซี้เวลาหิว,instagram,905,1785641,133.0
3493,นุ่น นพลักษณ์ กุลธวัชชัย,twitter,494,1783181,24.0
2844,padpudd,instagram,335,1780350,134.0
4357,แดงปลาสวรรค์,youtube,86,1777015,74.0
2633,howtopretty2,instagram,4744,1776460,135.0
3662,ฟอร์มหมาแก่,instagram,324,1772983,136.0
3192,ครัวแล้วแต่เอ๋จ้าา,facebook,338,1768653,355.0
1884,RisibleHD,youtube,105,1763721,75.0
4353,แก้ม Gamgy,youtube,141,1744298,76.0
4172,เดียร์ลอง,instagram,115,1734767,137.0
1426,MiTH,facebook,661,1734252,356.0
1698,PJY` Gamer,youtube,217,1731684,77.0
2005,Softpomz,instagram,155,1731558,138.0
1329,MTR Mysterios,youtube,101,1719267,78.0
1351,Mahidol Channel,facebook,1300,1715574,357.0
3520,บอลพาเที่ยว Backpacker Ball,facebook,557,1697243,358.0
544,DevilMeiji,youtube,360,1694573,79.0
4422,โจ๊กเกอร์,facebook,3321,1684154,359.0
2007,Softpomz,youtube,107,1680877,80.0
2691,jomjamspch,instagram,203,1668384,139.0
2649,iamSometimes,facebook,511,1667261,360.0
4338,เห็นหมีรีวิว,facebook,1674,1661187,361.0
825,Frennicha,instagram,419,1659084,140.0
3382,ตู่ สวรินทร์ ศรีบุญมา,twitter,1272,1658830,25.0
1916,SAN CE,youtube,186,1658367,81.0
3210,ครูโรซี่: British English,facebook,429,1656891,362.0
849,GUZAP,youtube,264,1656456,82.0
162,Attempt Z,youtube,183,1655871,83.0
441,Chopluem,instagram,421,1654440,141.0
1135,KUTE CLUB,facebook,4207,1653655,363.0
3067,กิน เที่ยว ถ่าย,facebook,5818,1651930,364.0
2479,aomMONEY,facebook,1397,1646697,365.0
123,Ananped,instagram,67,1645658,142.0
3634,พีช กชกร ฤทธิ์สมิตชัย,instagram,457,1644453,143.0
4415,โคเรียนปากแดง,twitter,922,1641308,26.0
337,BoomTharis,facebook,209,1639735,366.0
319,Blognone,facebook,6255,1636651,367.0
3784,ลาพักเที่ยว,facebook,5410,1633264,368.0
3650,พ่อบ้านใจกล้า,facebook,382,1628435,369.0
0,"""ตะกอนความคิด""",facebook,298,1628007,370.0
3443,นักรีวิวสมัครเล่น,twitter,1290,1627749,27.0
1285,Lovecumentary,facebook,437,1621308,371.0
2477,aoffy maxim,instagram,109,1618959,144.0
3289,ฉากนี้แม่งได้ว่ะ,facebook,561,1615933,372.0
14,12TimeWeCCG,youtube,358,1611841,84.0
4197,เที่ยวทั่วไทย ไปไหนดี,facebook,5319,1607865,373.0
120,Amy Kitiya,instagram,233,1599761,145.0
4073,อาจารย์อดัม,instagram,431,1597797,146.0
2989,tonnkhaw,instagram,351,1596099,147.0
4389,แม่จ๋าๆพามาตาไปเที่ยวหน่อย,instagram,170,1590714,148.0
4511,ไปอยู่ไหนมา,facebook,2645,1589946,374.0
1638,Nuuly,facebook,489,1585169,375.0
1454,Mission To The Moon,facebook,1477,1583989,376.0
4038,อยากไปเที่ยว,facebook,1424,1576417,377.0
835,GALE LEGA,instagram,307,1574258,149.0
469,Cookat Thai,instagram,1027,1572617,150.0
327,Bon Appetit Bangkok - แหล่งรวมร้านอร่อย,instagram,376,1569496,151.0
2990,totay168,instagram,288,1561181,152.0
796,Foodbymay,facebook,2446,1556429,378.0
3807,ล้างตู้เย็น,facebook,869,1550329,379.0
3131,ของขวัญ วศินี สิทธิวรพงศ์,twitter,1287,1543375,28.0
4238,เป็นแม่แมว,facebook,1306,1538818,380.0
106,Alita Pear,instagram,239,1528481,153.0
1770,Pimmy  ชวนกินของอร่อย,facebook,750,1515673,381.0
1306,MAOKUMA,youtube,440,1510815,85.0
536,Dek-D.COM - เด็กดีดอทคอม,facebook,4756,1508766,382.0
450,Cinnamongal,facebook,5075,1505554,383.0
676,Epic Time,facebook,284,1498617,384.0
4541,ไอเดียแต่งบ้านสวย,facebook,5858,1494443,385.0
4100,อีปุก,youtube,56,1491885,86.0
4263,เมริรีวิว,twitter,496,1491602,29.0
2149,TaxBugnoms,facebook,1872,1491353,386.0
2886,ple nakorn CHANNEL,youtube,125,1491298,87.0
1423,Mhunoiii,facebook,5795,1485249,387.0
2887,poiluang_cooking,instagram,324,1483814,154.0
1744,Parents One,facebook,9639,1481579,388.0
1541,My Mate Nate,instagram,183,1480403,155.0
2043,StardewToon,youtube,226,1473655,88.0
4139,เข็นเด็กขึ้นภูเขา,facebook,648,1469214,389.0
3970,หมอเสาวภา เลี้ยงลูกเชิงบวก,facebook,835,1466192,390.0
3326,ซิบบิล,facebook,390,1465747,391.0
2337,WakeUp Ruj,youtube,228,1464290,89.0
2471,aimmafiaz,instagram,558,1462052,156.0
2403,YAMU YAMI,facebook,1065,1454204,392.0
904,GoyNattyDream Channel,youtube,51,1435613,90.0
3117,กูผิดอัลไล?,facebook,307,1433370,393.0
3637,พี่ช้างรีวิว - Mr.Chang Review,facebook,175,1421911,394.0
727,FPSThailand.com,facebook,2891,1415586,395.0
3384,ตู้ซ่อนหมี,facebook,299,1413632,396.0
2581,finfincooking,instagram,248,1413567,157.0
3687,มนุษย์แฟน,facebook,309,1411373,397.0
1016,Icedessertdiary,instagram,490,1408796,158.0
1011,IamSasdha,twitter,1605,1408702,30.0
1279,Loi story,facebook,2629,1404947,398.0
687,Evos TH,facebook,638,1403780,399.0
350,BoxSkin Bz.,youtube,284,1400420,91.0
3261,จ ะ เ ที่ ย ว ไ ป ไ ห น,facebook,4099,1399558,400.0
1571,NagsTV,youtube,345,1399088,92.0
1157,Kayavine,twitter,168,1397652,31.0
2889,pom_vinji,instagram,573,1394453,159.0
3208,ครูพี่แนน Enconcept : English to the MAX,twitter,2380,1393045,32.0
3304,ชิลไปไหน,instagram,1928,1390295,160.0
1316,MOBYDICK,facebook,1087,1387307,401.0
950,Hasham Shereenคนอะไรตัวอย่างหมี,facebook,2112,1386089,402.0
1436,Mikasa Dota2,facebook,2065,1385749,403.0
985,I AM EAT  กิน/เที่ยว/เปรี้ยวซ่าส์,facebook,9220,1384078,404.0
2745,looookmai,twitter,889,1379994,33.0
3030,กบแก้คัน,facebook,1115,1371493,405.0
881,Gluta Story,youtube,101,1365616,93.0
2351,Wawow,instagram,414,1363837,161.0
3435,"นักกล้าม10,000cal",youtube,141,1363772,94.0
2650,iamSometimes,youtube,87,1361583,95.0
3827,วาเลนไทน์ Vvalentines,instagram,378,1360382,162.0
3389,ต้นหลิว,instagram,176,1356807,163.0
2613,gssspotted,youtube,203,1354863,96.0
1600,Nina BeautyWorld,facebook,4754,1351624,406.0
1773,Pinkguschu,facebook,612,1351317,407.0
3679,มนุษย์ลูก,facebook,2131,1345923,408.0
1482,Money Buffalo,facebook,2707,1345914,409.0
2561,efinanceThai,facebook,13776,1342573,410.0
1512,Motorsport Lives : สำนักข่าวมอเตอร์สปอร์ต,facebook,3313,1336702,411.0
3720,มูลนิธิสืบนาคะเสถียร,facebook,2121,1333890,412.0
3924,สุดสัปดาห์แฟนคลับ,twitter,1669,1333594,34.0
3793,ลุงซาเล้งกับขยะที่หายไป,facebook,2335,1329829,413.0
4379,แฟนพาเที่ยว / My Life My Travel,facebook,4484,1326884,414.0
3207,ครูพี่แนน Enconcept : English to the MAX,instagram,840,1322806,164.0
4309,เลี้ยงลูกนอกบ้าน,facebook,666,1322160,415.0
369,Buffet Channel,facebook,333,1321468,416.0
4066,อะไรอะไรก็ครู,facebook,798,1320566,417.0
4159,เจ้าหญิงน้อยแห่งอันดามัน,facebook,6758,1315160,418.0
1723,Paidonnnn ไปโดนนนน - Eat Trip Snap,facebook,9152,1310545,419.0
3417,ท็อฟฟี่เป็นตุ๊ดซ่อมคอม,facebook,1922,1306511,420.0
277,Berserker Game,youtube,514,1304664,97.0
1261,Lifeisgadget เพราะชีวิตทันสมัย ไม่อยาก out ต้อง like,facebook,3447,1304387,421.0
3398,ทวีสุข ธรรมศักดิ์,facebook,1187,1303729,422.0
2532,chino to share,facebook,536,1302517,423.0
4161,เฉลิมศรี,youtube,99,1300446,98.0
2009,SoftpomzChannel,youtube,97,1298847,99.0
4206,เที่ยววัวตายควายล้ม travelalotthailand.com,facebook,9194,1290078,424.0
1357,Mai Yom Auon ไม่ยอมอ้วน,facebook,431,1287604,425.0
4068,อาจวรงค์ ป๋องแป๋ง จันทมาศ,facebook,1519,1285116,426.0
1556,N NEXT CH,youtube,175,1283404,100.0
296,Billion Mindset - แนวคิดพันล้าน,facebook,462,1269992,427.0
3291,ชลบุรี กินอะไรดี ?,facebook,7557,1268882,428.0
2441,Zbing,facebook,822,1268517,429.0
3602,พยูนบูด ตะลุยกิน,facebook,10046,1266908,430.0
4411,โคตรคูล,facebook,629,1259939,431.0
2912,reviewchiangmai,facebook,3489,1259161,432.0
2442,Zellfie,instagram,41,1258902,165.0
4526,ไปไหนดี,facebook,4147,1253249,433.0
2562,elyselyses,instagram,289,1251607,166.0
186,BABYMOJIKO,instagram,139,1250706,167.0
3179,ครัวบ้านทุ่งกับลุงเด่น พากินพาเที่ยว,facebook,731,1249100,434.0
3048,กับข้าวกับปลาโอ Plaocooking,youtube,253,1245842,101.0
770,Fit Kab Dao,instagram,709,1244611,168.0
4491,ไปกันนะ : Pai Gun Na,facebook,2539,1242068,435.0
2875,pinenerize,instagram,424,1233159,169.0
1528,Muji Sama,instagram,380,1227164,170.0
3517,บลอสซั่ม ชนัญชิดา รุ่งเพชรรัตน์,instagram,292,1224303,171.0
3196,ครู นกเล็ก,youtube,417,1223443,102.0
4181,เทพลีลา,youtube,144,1219794,103.0
3397,ถุงเงิน Family,facebook,781,1217454,436.0
105,Alita Pear,facebook,395,1217189,437.0
666,English With Vivian,instagram,467,1214298,172.0
3108,กินไม่เกิน 100,facebook,7872,1212489,438.0
2444,Zellfie,youtube,82,1209792,104.0
3137,ขออีกคำ Yummy,facebook,3193,1207111,439.0
2873,pimmmmss,instagram,126,1205298,173.0
3651,พ่อผมเป็นคนอังกฤษ,facebook,488,1204497,440.0
800,Foodie Munchies,facebook,4421,1187755,441.0
2438,ZJB,facebook,889,1185430,442.0
1126,KP ตะลอนแหลก,instagram,569,1182911,174.0
1990,SistaCafe,instagram,547,1181732,175.0
4447,โมเม นภัสสร บูรณศิริ,instagram,236,1180514,176.0
4156,เจ้าตัวเล็ก,facebook,961,1178067,443.0
3023,yingworldfood,instagram,688,1175332,177.0
3184,ครัวป้ามารายห์,facebook,248,1174023,444.0
1311,MENOW,youtube,148,1172471,105.0
600,EATWITHPANIDA อีทวิทพนิดา,instagram,650,1164660,178.0
1166,Keno HappyDay,instagram,205,1164307,179.0
48,9tana,twitter,2834,1162053,35.0
3256,ฅ-คนรักรถ Carlover,facebook,1917,1158486,445.0
2401,Xcrosz,youtube,267,1156821,106.0
1464,Mix by Chef,facebook,557,1141796,446.0
3395,ถามอีก กับอิก Tam-Eig,facebook,1846,1141361,447.0
3577,ป๊อบ ปิยนุช จิตตินันทน์,instagram,403,1140375,180.0
